0,1001263.7848348714
1,1001257.1090771883
2,1001262.3240525308
3,1001246.6204726645
4,1001291.9118142754
5,1001203.5224934017
6,1001222.5218867066
7,1001256.3998655368
8,1001211.3145869166
9,1001284.403744462
10,1001278.7544601953
11,1001275.4871992995
12,1001207.6519277048
13,1001301.7379462973
14,1001229.6380325503
15,1001260.4966110298
16,1001159.1788335398
17,1001239.2513591597
18,1001197.2240816238
19,1001215.190402162
20,1001211.6916019015
21,1001220.2246400899
22,1001209.1064859265
23,1001210.8595451994
24,1001225.057392864
25,1001229.8581425144
26,1001198.6266114351
27,1001234.3347586828
28,1001176.2899284614
29,1001161.275505607
30,1001215.0050066927
31,1001226.7247571861
32,1001181.670062908
33,1001206.6722482704
34,1001185.7012482601
35,1001194.4482865209
36,1001158.7837363286
37,1001121.3977589636
38,1001148.6507750824
39,1001154.890250046
40,1001199.8482485416
41,1001117.9363581821
42,1001140.1898522078
43,1001104.0883761056
44,1001134.2841655005
45,1001188.2341668748
46,1001157.1444733927
47,1001110.5085815581
48,1001089.960510068
49,1001118.8449776501
50,1001151.4950271035
51,1001096.5504365213
52,1001079.9842708131
53,1001138.2524907858
54,1001107.0738930865
55,1001029.8006096545
56,1001114.7583087074
57,1001052.8983207165
58,1001090.5189690487
59,1001079.2603822452
60,1001090.6354110973
61,1001067.9763398546
62,1001035.5619147283
63,1001070.8408328878
64,1001075.6113233399
65,1001042.6496493717
66,1001028.7360954428
67,1001046.6365568333
68,1001042.6597412715
69,1001036.9383549574
70,1001025.8033687801
71,1001001.6807360717
72,1001019.9194095107
73,1001021.2172436928
74,1001017.8597826656
75,1001024.8722854193
76,1001012.0829621939
77,1001016.7486104143
78,1001016.7486104143
79,1001019.1271768932
80,1001007.2247701371
81,1001019.3243466072
82,1000995.7845516019
83,1001020.8121087976
84,1001013.2609146732
85,1000999.9448996246
86,1001000.3969032998
87,1000987.1073264402
88,1000984.4577621067
89,1000998.4761611454
90,1001002.5926305929
91,1001004.4604016831
92,1000989.1856406594
93,1000999.524467303
94,1001005.173256266
95,1000994.7178775219
96,1001005.173256266
97,1000997.1693717814
98,1000994.4126627621
99,1001000.3969032998
100,1000990.2473008992
101,1000995.169881197
102,1000994.4126627621
103,1000990.0884470264
104,1000995.169881197
105,1000989.1856406594
106,1000995.169881197
107,1000994.4126627621
108,1000989.1856406594
109,1000989.1856406594
110,1000989.1856406594
111,1000989.1856406594
112,1000994.4126627621
113,1000989.1856406594
114,1000989.1856406594
115,1000989.1856406594
116,1000995.169881197
117,1000989.1856406594
118,1000989.1856406594
119,1000989.1856406594
120,1000989.1856406594
121,1000989.1856406594
122,1000989.1856406594
123,1000989.1856406594
124,1000989.1856406594
125,1000989.1856406594
126,1000995.169881197
127,1000989.1856406594
128,1000989.1856406594
129,1000989.1856406594
130,1000989.1856406594
131,1000989.1856406594
132,1000995.169881197
133,1000989.1856406594
134,1000989.1856406594
135,1000989.1856406594
136,1000989.1856406594
137,1000989.1856406594
138,1000989.1856406594
139,1000989.1856406594
140,1000989.1856406594
141,1000989.1856406594
142,1000989.1856406594
143,1000989.1856406594
144,1000989.1856406594
145,1000994.4126627621
146,1000989.1856406594
147,1000989.1856406594
148,1000989.1856406594
149,1001002.1882836625
150,1000989.1856406594
151,1000989.1856406594
152,1000989.1856406594
153,1001002.1882836625
154,1000995.169881197
155,1001002.1882836625
156,1000995.169881197
157,1000989.1856406594
158,1000989.1856406594
159,1000989.1856406594
160,1000989.1856406594
161,1000995.169881197
162,1000989.1856406594
163,1000989.1856406594
164,1000989.1856406594
165,1000989.1856406594
166,1000989.1856406594
167,1000989.1856406594
168,1001002.1882836625
169,1000989.1856406594
170,1000989.1856406594
171,1000989.1856406594
172,1000989.1856406594
173,1000989.1856406594
174,1001002.1882836625
175,1000989.1856406594
176,1001002.1882836625
177,1000989.1856406594
178,1000989.1856406594
179,1000989.1856406594
180,1000995.169881197
181,1000989.1856406594
182,1000989.1856406594
183,1000989.1856406594
184,1000989.1856406594
185,1001002.1882836625
186,1000989.1856406594
187,1000989.1856406594
188,1000989.1856406594
189,1000989.1856406594
190,1000989.1856406594
191,1000995.169881197
192,1000989.1856406594
193,1000989.1856406594
194,1001002.1882836625
195,1000989.1856406594
196,1000989.1856406594
197,1000989.1856406594
198,1000989.1856406594
199,1001002.1882836625
